Date,0138.KL,0166.KL,1023.KL,1066.KL,1082.KL,1155.KL,1295.KL,1562.KL,1619.KL,1818.KL,1961.KL,2445.KL,2488.KL,3182.KL,3816.KL,4197.KL,4677.KL,4707.KL,4715.KL,4863.KL,5168.KL,5183.KL,5211.KL,5216.KL,5225.KL,5285.KL,5296.KL,5347.KL,5681.KL,5819.KL,6012.KL,6033.KL,6742.KL,6888.KL,6947.KL,7084.KL,7106.KL,7113.KL,7203.KL,7277.KL,fbmklci
2023-05-16,0.0063087333214554946,0.01834909527460695,0.002006113391706253,0.0018166196460233754,0.006719009787759474,0.004592523442782766,0.002534863535271667,-0.021819197737949027,0.007220273886592313,-0.004834890373782979,0.012903425445266565,0.012522688777852887,0.00598813220277759,0.0,-0.0013803243980011883,-0.004728163804566541,0.0,-0.004454348199818644,0.007434974705006843,0.007936245591619305,0.013423051315596044,0.012811616266313964,0.00643085883902576,-0.011834540310098028,0.0016906821007861897,0.006825651060130565,-0.006308967060151655,0.02181902145842833,0.005509996425650728,-0.00401190397653235,0.0022857802700317286,0.0011897988212252364,-0.018349043580019073,0.003284022551547687,-0.004535295602692651,-0.0034721941428669067,0.03297000934029447,0.028171032733085043,-0.012903467131458691,-0.013793286925402794,0.004315589525232193
2023-05-17,-0.019048019935690122,-0.004555805836071272,-0.0020061133917061466,0.0,-0.013483470223541516,-0.0022935925134239285,0.0025284542453810205,-0.014815153866211746,-0.021818933914500835,-0.00323629603857595,0.015267522222977756,0.012367443458576152,0.0029805904970343793,-0.0022197363386783713,0.0068824208372271455,-0.004750557753644653,0.12028616523577063,0.0029720301544021006,-0.014925539699098832,-0.007936245591619347,0.05195964771720865,-0.012811616266313957,0.0,0.011834540310098052,-0.0033840559878253853,0.0378246213635934,-0.012739374674151444,0.002053438782275567,0.03420671247015758,-0.0030196336603857048,-0.006873012440876797,0.004744770321881818,0.018349043580019195,-0.0032840225515476493,-0.002275171887793893,-0.014010673841962768,0.02666782113222806,0.027398905025435072,-0.03974026411875492,0.013793286925402767,0.0005898968023142688
2023-05-18,0.01904801993569019,0.004555805836071228,0.006006191552725088,-0.0018166196460233696,0.001130592484983765,0.005724147783892071,0.002522077284973936,-0.015038166097422229,0.0,0.009677549007920406,0.010050325434326308,-0.0026374186422702455,-0.00896872269981195,0.004434441864773255,0.0041066645600354714,0.004750557753644635,-0.013422959488658208,0.0014823180454167115,0.007490564994091925,0.00595810808820588,0.1229268707032947,0.004288826250336225,0.006389846517781835,0.011695891738574027,0.008438849194381152,-0.004376403376724762,0.019048341734303045,0.0040941613076853015,-0.001771719491335716,0.007031537636918,-0.0023013741675447417,0.0011827629499964948,0.0,-0.01658413159594559,0.002275171887794,-0.0017653727877154882,0.04628083333679561,0.05264370850358345,0.006733977771269456,0.004555881479557853,0.0025943775452239724
2023-05-19,-0.012657519575991677,0.004535261194973325,0.001993766956904728,0.0,0.020135086642782404,0.00228045099160947,0.002515663483745113,-0.01526743682029597,-0.007380229839771394,0.0016036997296803546,0.0,-0.002644209499571992,0.002998465400287372,-0.006659231655457238,0.005449549544076673,0.004728163804566597,0.046212801494196085,0.0,0.0037243971926962318,-0.005958108088205904,-0.03415900056404655,-0.02163017715319685,0.0,0.0,0.0,-0.013245431769654006,0.0062696607117636634,0.0030597401238728716,0.0017717194913357173,0.0,0.0023013741675445886,0.009411824628766077,0.04445187419608461,0.003338847750312922,0.004535295602692794,-0.003539729089522396,0.005012939343776882,0.0253178464979574,0.0,-0.013730156869376066,0.0003500689575868738
2023-05-22,0.0,0.0,0.005958361794944244,0.0,-0.014501218691984197,-0.023042565598238394,-0.007566195014100105,0.007662965084233911,0.0,0.019048387784803757,0.0,0.0061592241782140195,0.005970257299524696,-0.017977964466811453,0.0027139024512363944,0.009389984616354924,0.0064308613456727625,0.0,-0.0074627173907976805,-0.003992139730797873,-0.01556439416947333,0.014471880288449687,0.0,0.0,0.0016792406950764977,0.004434743769655721,-0.0062696607117636045,-0.02265802093457908,-0.008889169788399293,0.0,-0.03986458431146746,-0.0058719697698021486,0.025752471507021594,-0.003338847750312836,-0.002265227892755229,0.0017712997502878876,0.009949934074148977,0.01652929374337999,0.0,-0.02331117540664395,-0.006700572863174453
2023-05-23,-0.019293008536478563,-0.027524724925397162,-0.00795212875184894,0.0018166196460233754,-0.016997547916860308,0.0034904921883509923,-0.010178236887530565,0.0,-0.014925507425825674,-0.011067296508252276,-0.010050325434326218,-0.008810536065374665,-0.00896872269981195,0.004524853274155482,-0.0067980524377237615,-0.0046838036884229595,0.0,-0.002224543145297771,-0.0037522447959904095,-0.0020022259572346737,0.023256821194160643,-0.010108415654486417,0.0,-0.023530432048672088,-0.010118089889457666,-0.008889006776482938,0.0062696607117636634,-0.004175360659032524,-0.0026821339020900404,-0.009049524552078355,-0.004796309374910792,0.0023531298963992094,0.0,-0.003350215027136073,-0.004545239597731428,-0.0017712997502877903,0.0,-0.00823044541253434,-0.006733977771269369,0.004705958094996007,-0.005271063547525733
2023-05-24,-0.006515479487003323,0.04546226751017234,-0.00600619155272508,-0.009115959804910168,0.012493114739082288,-0.005824096034029081,0.0025542878592110306,-0.031009706043876477,0.0,-0.009584791006231785,0.005037788794190774,-0.0026583600328558285,-0.00300748324150564,-0.009070273945168086,-0.004101276064000981,-0.009434344732498452,0.0063898506470263265,-0.001486104941322445,-0.011342269561645366,0.019842188379066126,-0.023256821194160598,0.008670659702853576,-0.012820705356807688,0.011834540310098052,-0.008510756347275135,-0.015748523210387357,0.0,-0.004192980078650499,0.0,-0.016293839937028407,0.004796309374910753,-0.004711364420958207,-0.008510754754339886,0.0033502150271360527,0.006810467490486611,0.0,-0.019999865133055947,-0.016667043305484082,0.0,0.013986205776063493,-0.0013611735729303302
2023-05-25,0.0,0.0044344728776994635,-0.004023991180716247,0.0,0.0011280416393527372,0.0,-0.0076824499375831865,0.007842478127790271,0.0,-0.004827024099457405,-0.01774452566842456,-0.03429943744238585,0.0,-0.013761736936444932,-0.009635365013654048,-0.01913915758191466,-0.006389850647026349,0.0,-0.003809734966610481,-0.017839962421831432,-0.0859424273305936,0.0028735932538531605,0.0,0.011695891738574027,0.0,-0.02992139594572067,0.012422450793967744,0.0062827836337569845,-0.015336326809246868,0.0030755709324347324,0.009523957907141424,-0.011876737420910496,-0.017241716752681605,-0.01008423122056805,0.009009107826584208,-0.0017746400251292328,-0.030771635154061592,-0.051735751248946305,-0.006779719601175462,-0.028171043856714706,-0.005078076920191645
2023-05-26,0.019417987663783533,0.08885346618387725,-0.012170522302396451,0.0,-0.005652856578282968,0.0023336038456781326,0.002567403461461364,-0.007842478127790216,0.014925507425825617,-0.0016142288698869321,0.0,-0.006448796315006808,0.008995615444283319,-0.011614486065554085,-0.002770132964037521,-0.0048426468563609664,0.06813781446059851,0.0,-0.015384806274681995,0.01587328140605069,0.01273895136081876,-0.002873593253853093,0.01282070535680772,-0.01169589173857404,0.0,-0.014118100168618239,-0.012422450793967772,0.011416777653655437,0.006343333438394547,0.0020448108479859885,0.011778521160324821,0.0023866974086352594,0.07534947054931893,-0.017036099622662667,0.0,-0.014311383160871794,-0.010472206467604191,0.03478609972562739,0.0,-0.01438858072060326,0.0003564477927011608
2023-05-29,0.0,0.0,-0.0020429978778879893,-0.0036696943305155826,0.0022647876809260684,0.0023283036984268184,-0.002567403461461288,0.007842478127790271,0.02963186125922904,0.0,0.010178325800992963,0.010115236674053871,-0.005988132202777654,-0.007034083558231244,0.0013860638413171176,-0.004866212250093362,0.07496299650650473,-0.014226982607987241,-0.011696140857144625,0.02334731864324983,-0.004228276817229952,-0.011577593386788466,-0.0063898465177819035,0.02325679565373145,-0.0017107566205460296,0.007083964971437712,0.006230514933420993,0.006172898953291426,0.008992993370852204,-0.004094140095548573,-0.0023446701085512653,0.0011910875847669189,0.04725283866317749,-0.04930592988325534,0.02217394929708169,0.0017999974880014205,0.0,-0.008583791501463444,-0.020619298173503938,0.019139431204090486,0.001388985780861832
2023-05-30,0.012739286614234591,-0.0040565818037370865,0.0,-0.0036832106028068766,0.004514839492425745,-0.0011633411863479835,-0.012936831433377254,0.007782122967661433,-0.014706178744621328,0.004834890373783019,-0.010178325800992953,-0.010115236674053812,0.011940455671253828,-0.014218179981139476,0.006901344098908424,-0.009803975794598083,0.011049927205813383,-0.019802595432091848,-0.011834452535844494,-0.009661830587980903,-0.025752449940360935,-0.01762155049479899,0.0,0.0,-0.010327159709252156,0.002350254946180473,0.012345686551799757,-0.013423125875358126,-0.02355160204029681,0.0020493292475626786,0.0023446701085513538,-0.00477340222931881,0.015267490084499078,-0.007246293167755259,0.0021905611573845556,0.0,-0.021276546912185067,-0.044059917002119975,0.04845243786915259,0.018779864892827805,-0.0057248388084406646
2023-05-31,0.06136924261971776,0.02409728713520382,-0.014418400805266084,-0.012999130646669813,-0.02508699687535045,0.0069604273780362845,-0.00784313020987186,0.007722139864191008,-0.02247285585205863,-0.0032206615038960365,-0.05791085892892001,-0.03575174581648594,0.02346151621336767,0.0023836462292430183,0.004118090037466079,0.01951283490105236,0.06385145321968218,0.030305231020181945,-0.003976037603942286,-0.009756306605354342,0.0,-0.028551952895994513,0.006389846517781835,0.02272826124096414,-0.0017316682900546123,-0.009434219917618109,-0.037504188267972235,-0.01150021942092816,-0.032606510262971705,-0.009254684908335722,-0.03819071821459713,0.001195617235916743,0.029852903083956557,0.01085003872788119,-0.02212488833042561,-0.0017999974880014223,0.036942742877817826,0.02666818155961865,-0.08455755121061506,0.004640328480399829,-0.0070330271682083065
2023-06-01,0.0,-0.016000097182512493,0.008264363039137438,-0.003745396155590183,0.008050658651152058,-0.005797086191688191,0.005235630221441296,0.07410863008164974,0.0,0.0,0.005405413104221405,0.0066827403892894734,-0.020498424420775496,-0.011976081932472288,-0.020761853167822447,-0.014598797397272966,-0.07490138042549552,0.002980646906698766,0.0,0.0,0.012959068548730556,-0.010728099995482299,0.012658413373814301,0.0,0.01156484779888983,0.0,-0.008991914550535737,-0.005271394901415797,-0.0009475465455826284,-0.004140760623318375,0.03144159204955894,-0.010811000837971546,-0.029852903083956505,0.007168472057995383,-0.0203398011232868,-0.018182489153287528,-0.020942334149995818,-0.0088105727816626,0.07095185939951115,-0.03294415012973659,-0.0029673613585638214
2023-06-02,0.011834768852925923,0.02390546192998146,-0.01034118492042946,-0.0037594769024499194,0.0068495229252873956,-0.002328303698426861,-0.013140834300582955,0.014183881718591172,0.0,0.00643072382913776,0.010724021378965165,0.009469667700033125,0.0,0.009592435703229383,0.008356355190130914,0.014598797397272977,0.02197901752479121,-0.0195345909829527,0.011881321447097854,-0.003929181449914724,0.004282706848041469,0.00920253169670185,-0.03195160133599832,0.01117330551043911,-0.006992950965126303,0.0,0.02547924364284291,-0.004237397018463655,0.014117922608510594,-0.01673677412652334,-0.024097662959663656,0.00722030466585694,-0.015267490084499171,0.0,0.02257435901065008,-0.031689394308385826,-0.005305549907975213,0.017544301328756423,0.0,0.014251986258677159,-0.001266157228800707
2023-06-06,0.005864635721384175,-0.01587351639450332,0.014448042422276748,0.0,-0.030025431739496018,0.0,0.007905204079141704,-0.014183881718591276,0.015037909421442393,-0.009661791517377852,0.01587326468713336,0.00657601641663696,-0.008915415261068581,-0.007185779906461098,-0.0013878346371126093,-0.03941393914885527,-0.02197901752479123,-0.002278985120481462,-0.007905283843155612,-0.015873281406050713,-0.017241775396772126,-0.004590563385055511,0.006472482605376456,0.011049840990935906,0.031090638715057895,0.0394941225163942,-0.019048291909455294,-0.012820770699479959,0.005163115920796831,-0.00847467444604352,0.002436105615926886,0.00483082958243875,-0.007722005524091538,0.021202156850619647,-0.01801858344068084,0.0037806183630842436,-0.016086133039889546,-0.03540191010671245,-0.0068728124536582445,-0.014251986258677149,0.0013818649388981485
2023-06-07,-0.023670381811551008,-0.008031945535478115,0.0040901781421691505,-0.0018847767902484885,-0.0023474397030445165,0.0,0.0,0.0,-0.015037909421442258,0.0032310676882401084,-0.007905137607729077,0.011173336290805714,-0.008995615444283256,-0.012091872328355709,-0.0013899932845535719,0.019901104247802646,0.0,0.00455248073009484,-0.003976037603942286,0.0,0.0,-0.01701511362175275,0.0,0.0,-0.027588050574549494,-0.027715220134007117,-0.012903272481583454,-0.0032309836324998175,0.04306672198543176,-0.002129852862979182,-0.0024361056159269623,0.003608045040161471,0.015384838319226749,-0.024780018122313518,-0.011428592702588659,0.005644401243609807,0.016086133039889504,0.01785760877795611,0.0,0.0,-0.003273220886941406
2023-06-08,-0.01812714143376429,-0.016260691256438455,0.0,0.005644253692698409,0.012843071613480304,0.0023283036984268184,0.0,0.0,-0.007604664967281114,-0.0016142288698869321,-0.005305115370214312,0.0036968416343210395,0.0030074832415056024,0.004854208341501831,0.019472271024365023,0.004914037503779603,0.02197901752479121,0.0,0.0,0.0,-0.021978920959617787,0.001558782931466463,0.0,0.0,0.0,-0.009411896644280148,0.01929321489025114,-0.01631362230383571,-0.011727840812168176,0.0031930806038793433,-0.01474225760033757,-0.009650318158812782,0.0,-0.02173983495264182,-0.004608261170950231,-0.0037593687950714712,-0.03243518431914335,-0.03603991892269061,-0.006920550538319076,-0.0047961800997066,-0.0029128878862126587
2023-06-09,0.024098118671005277,0.02028483153836793,0.010152263037809082,-0.007533030574323556,0.0034743282447414307,0.002322895290293951,0.0026211697715114177,0.0,0.03745759653148453,0.004834890373783019,0.002656075712118055,0.0009221028911615608,0.008968722699812007,-0.00485420834150175,-0.00414087654800559,-0.019802648243334837,0.010810866956387498,-0.0007573397800506085,0.00793643710285161,-0.006018197018930614,-0.017937668080937743,-0.0031199994611050695,-0.012987212897113198,0.01092900395015169,0.001746747643327706,0.0,-0.012820894142055226,0.006557559654280795,-0.02666832771609819,-0.008537987269712992,0.009852236132823851,0.007246551780821993,0.011605549512326003,0.018149224166340308,-0.011614238964736635,-0.005665650811622435,0.0,-0.01851903849463394,0.0,0.004796180099706643,0.0010469561083026335
2023-06-12,0.005934247905475966,0.019881321648052057,0.01404220895493356,0.001888776881625274,-0.009291547770633445,0.0011594935435088518,0.007822750302903135,0.0,0.014598737623476035,0.0064102847451756335,0.01317537442333618,0.015546757040000723,0.0029717329714418475,0.012091872328355704,-0.00415794317561103,0.004987564542488308,0.026526769398255684,-0.0007579137783322436,0.011788057596018526,0.006018197018930629,0.03991658904055554,0.038318770163733154,0.0,0.010810921469523754,0.015584757416284288,0.02336539856309131,0.01917018114456359,0.008676821315168877,0.01938240625272087,0.003210279665588272,0.00732612708344066,-0.002409687243088344,-0.007722048346490805,-0.04037250717381457,0.004661597169278359,0.015037809364796512,0.01092855359863823,0.02765157216743002,0.0,0.001443379786805888,0.007738470722543749
2023-06-13,-0.005934247905476007,0.061087547653442376,-0.005993845117923752,0.0018847767902485121,0.015055303310322461,-0.0011594935435087067,-0.01044392007441446,-0.007168675559770765,0.007220217741528658,0.007955349433739274,-0.01317537442333627,-0.006372478332545581,0.005917266229807778,-0.002406655796768299,-0.005571005679272821,0.00496281214554342,0.0,0.0,-0.003914004559083438,0.0,-0.044451791699830046,-0.035198770702628036,0.006514730291736805,-0.010810921469523685,-0.008628205366284369,-0.006952199074455097,0.006309062498279288,-0.01304362897716502,-0.012879738923020835,0.00956934996494423,-0.007326127083440736,0.01793227908278132,0.01538492331024971,-0.018904160842181675,0.005141549322316225,0.012975143604371808,0.0,-0.01834912855349666,0.0,0.009569396476381047,-0.004451896264929537
2023-06-14,0.02352992123785733,0.0363677464557669,0.0,0.0037594769024499263,-0.002301456470454177,-0.002322895290293923,0.0026211697715114177,-0.007220123124296905,0.007168459678538379,0.0,-0.002656075712118138,-0.013793223232937591,0.0,0.009592435703229383,0.0027893063595555373,0.019608422096215043,-0.005249399075757896,0.0007579137783322685,0.003914004559083375,0.0,0.013544145993573188,-0.0031199994611050695,0.01290334144440211,0.010810921469523754,0.005185903022742828,0.0,0.0,0.0065429065013831705,0.016529285316076003,-0.007434722964698829,0.0,0.0011838717843242268,-0.015384923310249743,0.03007748514104639,0.004651054771334107,-0.001843335847611843,0.005420497680615545,0.027398905025435072,0.0,0.028170893551889797,0.0034779546074402024
