,Stage 2 Equal Weight
1155.KL,0.06666666666666667
1066.KL,0.06666666666666667
5819.KL,0.06666666666666667
6033.KL,0.06666666666666667
5225.KL,0.06666666666666667
1082.KL,0.06666666666666667
1818.KL,0.06666666666666667
1295.KL,0.06666666666666667
5347.KL,0.06666666666666667
3816.KL,0.06666666666666667
5297.KL,0.06666666666666667
5292.KL,0.06666666666666667
4677.KL,0.06666666666666667
6742.KL,0.06666666666666667
5288.KL,0.06666666666666667
