Date,1155.KL,1066.KL,5819.KL,6033.KL,5225.KL,1082.KL,1818.KL,1295.KL,5347.KL,3816.KL,5297.KL,5292.KL,4677.KL,6742.KL,5288.KL
2023-05-23,0.0034904253596475215,0.0018165136058645856,-0.009049847181212559,0.002353002717007766,-0.010118090752514254,-0.016997489658587533,-0.01106738242277652,-0.010178097277448754,-0.004175136748439188,-0.006798278441607865,0.0,-0.06923180843161715,0.0,0.0,-0.01104995689363925
2023-05-24,-0.0058241623986371805,-0.009115852987896446,-0.016293624203099964,-0.004711618781819504,-0.008510757080021284,0.01249305594560974,-0.009584791833663652,0.002554217698929362,-0.00419297960725659,-0.004100975404489232,0.05556984649387388,-0.02909293319254099,0.0063898506470263265,-0.008510646896818267,-0.01117320763273177
2023-05-25,0.0,0.0,0.0030754616301968407,-0.011876675277159956,0.0,0.0011280417736088014,-0.004827111680856548,-0.0076824499375831865,0.0062826709733461,-0.009635441218160637,-0.05556984649387397,0.025502268443113072,-0.006389850647026349,-0.017241607035544972,0.04396317771124736
2023-05-26,0.0023337370389897656,0.0,0.0020449201502238915,0.002386633443705601,0.0,-0.005652857252592862,-0.0016140545465317664,0.0025673331212810475,0.011416777653655437,-0.0027701331754267718,0.028170874571492647,0.03533941647318748,0.06813781446059851,0.07534936702590468,0.010695199529779126
2023-05-29,0.002328236946896541,-0.0036698011475292548,-0.004094140095548573,0.0011910878142913307,-0.0017107567685904158,0.0022651460118227524,0.0,-0.0025673331212811424,0.006173008956069649,0.0013859876371034017,0.027398971922381228,0.03748305670785763,0.07496299650650473,0.04725284344117681,-0.02150623342840899
2023-05-30,-0.0011634076281291335,-0.0036832106028068766,0.002049219945324741,-0.004773209642579519,-0.010327073097846797,0.004514719601366274,0.004834716610961343,-0.012936831433377254,-0.013423012899520966,0.006901420933794961,0.02666824493567732,0.013289219486816427,0.011049927205813383,0.015267588829914067,0.010811033898629951
2023-05-31,0.006960361320305137,-0.012999239659911982,-0.009254575606097711,0.0011954883845826936,-0.0017315806279020686,-0.02508693293981455,-0.0032206620644294826,-0.007843274213395854,-0.011500442399543367,0.0041181658226890445,0.0,-0.013289219486816477,0.06385145321968218,0.029852903083956557,0.0
2023-06-01,-0.00579695369217593,-0.0037452871423481232,-0.004140871399559136,-0.0108110022385407,0.01156476013673729,0.008050536328491464,0.0,0.005235702599195195,-0.005271621651329969,-0.020762084339229183,0.0,-0.0033500836743294692,-0.07490138042549552,-0.029852903083956505,-0.010811033898629828
2023-06-02,-0.002328236946896449,-0.0037593670680115495,-0.016736888642055237,0.007220240945506122,-0.006992950965126303,0.006849282448125584,0.006430984755445019,-0.013140907821225765,-0.004237170268549563,0.008356509945641726,0.025975406983346855,0.006688981750297954,0.021978948271032677,-0.01526758882991401,0.0
2023-06-06,0.0,0.0,-0.008474449154270997,0.0048311522463164325,0.031090638715057895,-0.030025189845490345,-0.009661965564084354,0.007905205222030545,-0.012820770699479959,-0.0013877582212167392,0.02531788343320815,-0.010050326220427584,-0.02197894827103267,-0.007722006289555875,0.02150623342840892
2023-06-07,0.0,-0.0018848866246868202,-0.0021299667097718377,0.003607980462607243,-0.027588050574549494,-0.0023475635393950425,0.003230980808639357,0.0,-0.003231099331226185,-0.0013898400276488837,-0.07796153535223221,0.01005032622042762,0.0,0.015384937830106062,-0.010695199529779048
2023-06-08,0.002328236946896541,0.005644253692698409,0.0031930809668215573,-0.009650447008672581,0.0,0.012843256003899708,-0.0016140545465317664,0.0,-0.016313389003451754,0.01947204261669573,0.0,0.0066445364029446095,0.021978948271032677,0.0,-0.010811033898629828
2023-06-09,0.0023228288485126216,-0.007533030574323556,-0.008537759328953483,0.007246552248237704,0.001746747643327706,0.003474144857643562,0.004834716610961343,0.0026212419617577,0.006557442052623163,-0.004140801397240976,-0.027398971922381218,0.006600677798729651,0.010810936210145967,0.011605452651362176,-0.010928979286246428
2023-06-12,0.0011593611218805914,0.001888776881625274,0.0032102792987386912,-0.0024095585512902006,0.015584757416284288,-0.009291548339942744,0.00641037218174349,0.007822822116180763,0.008676589667834236,-0.004157867398594428,0.0,-0.003294892790826186,0.026526769398255684,-0.007722049097351206,0.021740013184876384
2023-06-13,-0.0011593611218806837,0.0018848866246867603,0.009569348878383555,0.017932151380892245,-0.008628119162638998,0.015055304230137985,0.007955521402208326,-0.010444064077938558,-0.013043514674147919,-0.00557115765664405,0.05406721685805845,0.07316458237427723,0.0,0.015385020922073979,0.010695199529779126
2023-06-14,-0.0023228288485126628,0.0037593670680115465,-0.007434949814990493,0.0011841246735546248,0.0051858168190976415,-0.0023014566101682947,0.0,0.0026212419617577,0.006543023845700656,0.002789458548009135,0.0,0.024243588837562967,-0.005249399075757896,-0.015385020922073988,0.0
2023-06-15,0.0,0.0,-0.008565411580457566,0.005899744806120585,0.0,0.009174336313252384,0.006319142960090159,0.007822822116180763,-0.009830778029824535,0.0027816991086350045,0.0,0.0,-0.026668194516291988,0.0,-0.010695199529779048
2023-06-16,-0.0034945580242055374,0.0037452871423480313,-0.005390778497836089,-0.005899744806120456,0.02721248697600669,0.013605831093260278,-0.02713667941711085,0.005181304058932218,0.009830778029824553,0.0,0.0,-0.11069739069865656,0.05264376174364244,0.007722049097351144,0.0
2023-06-19,0.009291511716381413,0.0,0.010752880676471862,-0.005934694888941047,-0.006733950417466913,-0.013605831093260363,0.008058092489495903,0.0,0.002171839018327267,0.0013878018875809971,-0.026668244935677255,0.0033388980759683543,-0.010309454305411183,0.0,0.010695199529779126
2023-06-20,0.0,0.007448753629666652,-0.005362102178635795,0.011834439695061464,0.013422940793744668,-0.0011422749865542725,0.0032051778589992103,0.002580725517502768,0.0,-0.004169500996216091,0.02666824493567732,-0.023609842855105975,-0.09220619461701009,-0.08841078152920127,-0.010695199529779048
2023-06-21,0.010350865927161786,0.0,0.0074987815060730744,-0.013025616880926894,-0.021904863915535245,0.006833860228057594,0.011137735244136948,0.007702244231053593,-0.0032594132182621922,-0.001393756639445946,0.0,0.036855057056780174,0.02801305302805914,0.02489755682571831,0.0
2023-06-22,0.001143713559116925,0.0037038887445730293,0.01588177110870548,0.003569346709346947,0.008481923121790578,-0.006833860228057715,0.02345690524391669,0.002554217698929362,0.0010875741999347693,0.0,0.025975406983346855,-0.01993419595197219,0.016438722134367846,-0.024897556825718252,0.010695199529779126
2023-06-23,-0.001143713559116961,-0.0018503375281574991,-0.012685174324549185,-0.005955966259833669,-0.010186890327643713,-0.003434372151120628,-0.01244185397873132,-0.010256461929982972,0.0,0.0027854975422821515,-0.025975406983346883,-0.006734025694352127,0.0054201120163520885,0.04919015361356869,-0.02150623342840899
2023-06-26,-0.0045869949271658715,0.00185033752815755,0.005304983105218708,0.003577796736352058,0.005106458923239282,0.0011460816196121808,-0.0015661939647397568,-0.005168057346302291,-0.0021760988393869736,-0.005578775759217266,0.0,-0.006779680410128465,0.02666819451629203,-0.008032174134410968,0.0
2023-06-27,0.0011487719903570258,0.005529807888479226,0.0021142059058268407,-0.002383711235637672,-0.011955802810593693,-0.009206070075216625,0.007806386751681965,-0.0025939722301324786,0.0010885246394520122,0.0013975763083720204,-0.026668244935677255,0.006779680410128444,0.005249399075757768,0.008032174134411046,0.010811033898629951
2023-06-28,0.0022935270610406917,-0.0036832106028068766,-0.002114205905826759,0.0011925340497723222,0.008554311093207834,0.020595695951343005,0.0031058057300076126,0.005181304058932218,-0.019780756849446243,0.0013957019085629999,0.0,0.0033726812242225266,0.0460439254918524,0.02371653370027374,0.010695199529779126
2023-06-30,-0.011520933773176175,0.0018434084626452977,0.003169466049052354,-0.004779076604189863,0.003401491717385958,0.0,-0.0015516971118344,-0.005181304058932164,0.004429793422556339,-0.0013957019085630096,0.0,0.003361344470129735,0.03922066169240961,0.015504094215358904,-0.010695199529779048
2023-07-03,0.013809343208061224,0.003676439649541076,-0.003169466049052293,0.010720824005441724,-0.0016992572956565093,-0.006817968369008471,0.0015516971118343758,0.023107507373396396,0.0055096707876686425,0.0055711576566440735,0.02666824493567732,0.052299526411322544,0.0377404573157207,0.007662971824722705,0.0
2023-07-04,-0.005730708486282813,0.0018331636381497243,-0.001058724957287427,0.0011841246735546248,-0.008539785053692907,-0.002283366975609446,0.0,-0.007643233565908125,0.0032911255293722563,-0.01680715170964209,-0.026668244935677255,0.018927991377707627,-0.00930234965738724,-0.031010146675903665,0.0
2023-07-05,0.0,-0.00735301175033611,0.0,0.0011827241805070694,0.0,-0.0011432794734259546,-0.006221118936776486,-0.0025608991173725645,-0.005491517777472745,-0.0028289906758561657,0.052643651919024044,0.024692588966579433,0.0,0.015625125753829634,0.031748568890780406
