Ticker,Mean Return,Volatility,Annual Return,Annual Risk,Return/Risk Ratio,Meets_Condition
5168.KL,-0.0011443092420341792,0.03623271734841234,-0.28836592899261315,0.5751765565679681,-0.03158220872673027,True
5216.KL,-4.464432545548232e-05,0.03568549954896611,-0.011250370014781545,0.5664897433060317,-0.001251049474429335,True
7113.KL,0.00010800278782659988,0.032951325012572114,0.02721670253230317,0.5230860681199687,0.003277646279334532,True
5183.KL,0.00011877598773187723,0.031933704925519474,0.029931548908433064,0.5069318500430575,0.0037194552905434625,True
0166.KL,-0.0002544780891448889,0.031316646649585715,-0.064128478464512,0.49713635358772756,-0.008125968657894453,True
