Date,0097.KL,0128.KL,0138.KL,0166.KL,0272.KL,1015.KL,1023.KL,1066.KL,1082.KL,1155.KL,1295.KL,1562.KL,1619.KL,1818.KL,1961.KL,2445.KL,2488.KL,3026.KL,3182.KL,3336.KL,3689.KL,3816.KL,4065.KL,4197.KL,4677.KL,4707.KL,4715.KL,4863.KL,5008.KL,5020.KL,5099.KL,5168.KL,5176.KL,5185.KL,5210.KL,5211.KL,5216.KL,5225.KL,5236.KL,5246.KL,5250.KL,5258.KL,5273.KL,5285.KL,5288.KL,5289.KL,5292.KL,5296.KL,5297.KL,5302.KL,5306.KL,5309.KL,5310.KL,5318.KL,5326.KL,5347.KL,5398.KL,5681.KL,5819.KL,5878.KL,6012.KL,6033.KL,6742.KL,6888.KL,6947.KL,7047.KL,7081.KL,7084.KL,7106.KL,7113.KL,7148.KL,7153.KL,7191.KL,7203.KL,7214.KL,7223.KL,7233.KL,7277.KL
2023-05-22,7.804715156555176,2.7997007369995117,0.730690062046051,2.0441854000091553,1.0499999523162842,3.013383150100708,4.166172504425049,4.496760368347168,16.089141845703125,7.160077095031738,3.432962656021118,1.0824543237686157,1.2303087711334229,5.611900806427002,3.698209762573242,20.914907455444336,2.8928394317626953,24.846628189086914,4.063377857208252,1.4151521921157837,24.802921295166016,6.387156009674072,14.575965881347656,1.790976643562317,0.7296985983848572,126.75996398925781,2.325801372528076,4.3780694007873535,1.7156896591186523,0.2677064836025238,0.7900000214576721,2.440619707107544,1.3125770092010498,1.715061902999878,0.6333768963813782,1.4993162155151367,0.39082393050193787,5.618603229522705,0.8170481324195862,3.2364516258239746,1.9522901773452759,1.5828113555908203,2.1649999618530273,4.088260650634766,0.422469824552536,0.35164880752563477,2.990000009536743,1.437064528465271,0.17281250655651093,0.6915354132652283,1.5411254167556763,1.4074153900146484,0.5162632465362549,0.5260891318321228,,8.536169052124023,1.917526125907898,19.355897903442383,17.843164443969727,1.0792992115020752,3.6532931327819824,15.014934539794922,1.0958011150360107,2.628542184829712,3.9420411586761475,0.24442844092845917,0.3499999940395355,3.639869451522827,0.8081902265548706,1.2103207111358643,1.333010196685791,1.3802303075790405,0.5099989771842957,0.6883701682090759,0.4577431082725525,0.05999999865889549,1.7808884382247925,2.0030593872070312
2023-05-23,7.794824123382568,2.7802584171295166,0.7167278528213501,1.98868727684021,1.059999942779541,2.9625964164733887,4.133173942565918,4.504936218261719,15.817977905273438,7.185112476348877,3.3981988430023193,1.0824543237686157,1.2120821475982666,5.550134181976318,3.6612277030944824,20.731443405151367,2.8670108318328857,24.922494888305664,4.081806182861328,1.4061954021453857,24.747013092041016,6.343881607055664,14.575965881347656,1.7826076745986938,0.7296985983848572,126.47827911376953,2.3170902729034424,4.369312763214111,1.7156896591186523,0.2677064836025238,0.7749999761581421,2.4980461597442627,1.3125770092010498,1.715061902999878,0.6381390690803528,1.4993162155151367,0.38173505663871765,5.562040328979492,0.8113340735435486,3.3595774173736572,1.9522901773452759,1.5498360395431519,2.190000057220459,4.05208158493042,0.4178272485733032,0.3562757968902588,2.7899999618530273,1.4461026191711426,0.17281250655651093,0.6855226755142212,1.5216176509857178,1.3877311944961548,0.520713746547699,0.5302316546440125,,8.500603675842285,1.9314887523651123,19.30405616760254,17.682415008544922,1.0699138641357422,3.6358141899108887,15.05030632019043,1.0958011150360107,2.619751214981079,3.924163818359375,0.24442844092845917,0.3799999952316284,3.6334280967712402,0.8081902265548706,1.2004001140594482,1.360781192779541,1.408207893371582,0.5057139992713928,0.6837502121925354,0.46206149458885193,0.05999999865889549,1.688133955001831,2.012507915496826
2023-05-24,7.765148639678955,2.7510948181152344,0.7120732069015503,2.0811848640441895,1.0099999904632568,2.9710607528686523,4.108423709869385,4.464056491851807,16.01683235168457,7.1433868408203125,3.4068896770477295,1.0494030714035034,1.2120821475982666,5.497191429138184,3.6797187328338623,20.676403045654297,2.85840106010437,24.675922393798828,4.044949531555176,1.3882819414138794,24.430221557617188,6.31791877746582,14.557859420776367,1.765869379043579,0.7343761920928955,126.2905044555664,2.2909576892852783,4.456874370574951,1.689954400062561,0.2677064836025238,0.7900000214576721,2.440619707107544,1.3125770092010498,1.7236372232437134,0.6048033833503723,1.4802165031433105,0.38627952337265015,5.514904022216797,0.8227620124816895,3.3595774173736572,1.971619725227356,1.5498360395431519,2.1700000762939453,3.988767385482788,0.4131847620010376,0.35164880752563477,2.7100000381469727,1.4461026191711426,0.18268750607967377,0.673495352268219,1.5411254167556763,1.3582050800323486,0.5296148657798767,0.5260891318321228,,8.465035438537598,1.9221805334091187,19.30405616760254,17.396638870239258,1.0605286359786987,3.6532931327819824,14.979561805725098,1.0865147113800049,2.628542184829712,3.9509806632995605,0.24442844092845917,0.3700000047683716,3.6334280967712402,0.7921870946884155,1.1805588006973267,1.323752999305725,1.3522526025772095,0.4971419870853424,0.6837502121925354,0.4577431082725525,0.05999999865889549,1.6788583993911743,2.0408527851104736
2023-05-25,7.715688705444336,2.7510948181152344,0.7120732069015503,2.0904343128204346,1.0099999904632568,2.9625964164733887,4.091924667358398,4.464056491851807,16.034910202026367,7.1433868408203125,3.380816698074341,1.0576653480529785,1.2120821475982666,5.470719814300537,3.615000009536743,19.979238510131836,2.85840106010437,24.65695571899414,3.9896657466888428,1.3703687191009521,24.206605911254883,6.257335186004639,14.485432624816895,1.7323932647705078,0.7296985983848572,126.2905044555664,2.2822470664978027,4.3780694007873535,1.6762288808822632,0.2720951437950134,0.7799999713897705,2.2396275997161865,1.3042163848876953,1.7236372232437134,0.6238523721694946,1.4802165031433105,0.39082393050193787,5.514904022216797,0.8227620124816895,3.3859615325927734,1.971619725227356,1.5086170434951782,2.194999933242798,3.871185302734375,0.4317548871040344,0.3562757968902588,2.7799999713897705,1.4641788005828857,0.17281250655651093,0.6644753217697144,1.5021097660064697,1.3483631610870361,0.5296148657798767,0.5302316546440125,,8.518385887145996,1.898909330368042,19.010255813598633,17.450223922729492,1.0511435270309448,3.688253164291382,14.802706718444824,1.0679420232772827,2.6021687984466553,3.986737012863159,0.24442844092845917,0.3700000047683716,3.6269853115081787,0.7681814432144165,1.1210347414016724,1.323752999305725,1.3336008787155151,0.4885709881782532,0.6791302561759949,0.4663798213005066,0.05999999865889549,1.7252357006072998,1.984162449836731
2023-05-26,7.666228771209717,2.984403610229492,0.7260353565216064,2.284677743911743,1.0499999523162842,2.954131841659546,4.04242467880249,4.464056491851807,15.944522857666016,7.160077095031738,3.389507532119751,1.0494030714035034,1.2303087711334229,5.461896896362305,3.615000009536743,19.850812911987305,2.884230136871338,24.48625373840332,3.9435958862304688,1.3614121675491333,24.22524070739746,6.240025520324707,14.413005828857422,1.7240242958068848,0.7811517119407654,126.2905044555664,2.247403383255005,4.448118686676025,1.6710816621780396,0.2720951437950134,0.7950000166893005,2.268340587615967,1.3042163848876953,1.715061902999878,0.6095656156539917,1.4993162155151367,0.38627952337265015,5.514904022216797,0.8170481324195862,3.3243987560272217,1.971619725227356,1.5168609619140625,2.1600000858306885,3.816915988922119,0.43639737367630005,0.35164880752563477,2.880000114440918,1.4461026191711426,0.17775000631809235,0.6644753217697144,1.5216176509857178,1.3582050800323486,0.5296148657798767,0.5343741178512573,,8.616195678710938,1.898909330368042,19.1312313079834,17.485944747924805,1.0605286359786987,3.7319533824920654,14.838077545166016,1.151520013809204,2.558212995529175,3.986737012863159,0.2489548772573471,0.36000001430511475,3.5754477977752686,0.7601788640022278,1.1607173681259155,1.323752999305725,1.3522526025772095,0.4928570091724396,0.6791302561759949,0.47069814801216125,0.05999999865889549,1.7159603834152222,1.9558172225952148
2023-05-29,7.794824123382568,3.071894407272339,0.7260353565216064,2.284677743911743,1.0700000524520874,2.9710607528686523,4.034175872802734,4.447704315185547,15.980680465698242,7.176766872406006,3.380816698074341,1.0576653480529785,1.2673105001449585,5.461896896362305,3.651981830596924,20.052627563476562,2.8670108318328857,24.201751708984375,3.9159536361694336,1.4061954021453857,24.15070152282715,6.248680114746094,14.3948974609375,1.7156550884246826,0.8419598937034607,124.5064697265625,2.2212705612182617,4.553191661834717,1.6642190217971802,0.2720951437950134,0.7900000214576721,2.2587697505950928,1.3125770092010498,1.7064870595932007,0.6143279075622559,1.489766240119934,0.39536842703819275,5.505477428436279,0.8227620124816895,3.3419880867004395,1.971619725227356,1.5251047611236572,2.1600000858306885,3.844050884246826,0.42711231112480164,0.35164880752563477,2.990000009536743,1.4551407098770142,0.18268750607967377,0.6704889535903931,1.5216176509857178,1.3778892755508423,0.5296148657798767,0.5385164618492126,,8.669548034667969,1.9221805334091187,19.30405616760254,17.414501190185547,1.0511435270309448,3.7232139110565186,14.855761528015137,1.2072386741638184,2.4351377487182617,4.076125144958496,0.2489548772573471,0.35499998927116394,3.5818893909454346,0.7601788640022278,1.15079665184021,1.2959818840026855,1.3429268598556519,0.48428499698638916,0.6652704477310181,0.4577431082725525,0.05999999865889549,1.8202451467514038,1.9936108589172363
2023-05-30,7.765148639678955,3.0621728897094727,0.7353437542915344,2.275428056716919,1.0700000524520874,3.02184796333313,4.034175872802734,4.431352615356445,16.05299186706543,7.168422222137451,3.3373613357543945,1.0659284591674805,1.2488096952438354,5.488367557525635,3.615000009536743,19.850812911987305,2.901449203491211,24.182785034179688,3.8606698513031006,1.4151521921157837,24.020259857177734,6.291954040527344,14.3948974609375,1.698917031288147,0.8513150811195374,122.06515502929688,2.1951379776000977,4.509411811828613,1.6762288808822632,0.27648377418518066,0.7950000166893005,2.201343536376953,1.3042163848876953,1.7064870595932007,0.6143279075622559,1.489766240119934,0.39536842703819275,5.448914527893066,0.8227620124816895,3.3595774173736572,1.971619725227356,1.5415921211242676,2.1500000953674316,3.853095531463623,0.4317548871040344,0.35164880752563477,3.0299999713897705,1.4732170104980469,0.1876250058412552,0.6704889535903931,1.5118635892868042,1.3680469989776611,0.5340654850006104,0.5468014478683472,,8.553954124450684,1.9826849699020386,18.854717254638672,17.450223922729492,1.0511435270309448,3.7319533824920654,14.78502082824707,1.2258117198944092,2.417555332183838,4.08506441116333,0.24442844092845917,0.36000001430511475,3.5818893909454346,0.7441757321357727,1.1011934280395508,1.2959818840026855,1.324275016784668,0.48428499698638916,0.6982980966567993,0.46206149458885193,0.054999999701976776,1.7918038368225098,2.031404733657837
2023-05-31,7.715688705444336,3.0232880115509033,0.7818847894668579,2.3309266567230225,1.0700000524520874,3.0810999870300293,3.976426839828491,4.374121189117432,15.655281066894531,7.218491077423096,3.3112878799438477,1.0741913318634033,1.2210582494735718,5.470719814300537,3.4115984439849854,19.153650283813477,2.9703261852264404,24.06898307800293,3.8698835372924805,1.468891978263855,23.573020935058594,6.31791877746582,14.720821380615234,1.7323932647705078,0.9074457287788391,125.8210220336914,2.186427116394043,4.465630531311035,1.6642190217971802,0.2808723747730255,0.7799999713897705,2.201343536376953,1.3627392053604126,1.6979115009307861,0.5952789783477783,1.4993162155151367,0.40445733070373535,5.439487457275391,0.8399028182029724,3.3243987560272217,1.961954951286316,1.5251047611236572,2.075000047683716,3.816915988922119,0.4317548871040344,0.35164880752563477,2.990000009536743,1.4189882278442383,0.1876250058412552,0.6704889535903931,1.307030439376831,1.3680469989776611,0.5296148657798767,0.5426589250564575,,8.456143379211426,2.066460132598877,18.24985122680664,17.289474487304688,1.107454776763916,3.592114210128784,14.802706718444824,1.2629574537277222,2.4439287185668945,3.9956743717193604,0.24442844092845917,0.35499998927116394,3.5754477977752686,0.7721817493438721,1.1309553384780884,1.2682108879089355,1.3802303075790405,0.47999900579452515,0.6416792273521423,0.4577431082725525,0.05999999865889549,1.8392060995101929,2.0408527851104736
2023-06-01,7.775040149688721,3.101057529449463,0.7818847894668579,2.2939276695251465,1.0299999713897705,3.0810999870300293,4.009426116943359,4.35776948928833,15.78182315826416,7.176766872406006,3.3286702632904053,1.1568223237991333,1.2210582494735718,5.470719814300537,3.4300894737243652,19.28207778930664,2.9100589752197266,23.78447723388672,3.8238136768341064,1.468891978263855,23.666196823120117,6.188097953796387,14.3948974609375,1.7072861194610596,0.8419598937034607,126.19658660888672,2.186427116394043,4.465630531311035,1.659071922302246,0.2808723747730255,0.7549999952316284,2.2300565242767334,1.320937156677246,1.6550352573394775,0.5952789783477783,1.5184155702590942,0.40445733070373535,5.502758979797363,0.845615804195404,3.3243987560272217,1.9329606294631958,1.4921293258666992,2.0950000286102295,3.816915988922119,0.42711231112480164,0.3470218777656555,2.9800000190734863,1.4062861204147339,0.1876250058412552,0.6704889535903931,1.2972766160964966,1.3778892755508423,0.5429666042327881,0.5385164618492126,,8.411683082580566,1.9826849699020386,18.232568740844727,17.218029022216797,1.088684320449829,3.7068495750427246,14.643536567687988,1.2258117198944092,2.4615108966827393,3.9152259826660156,0.23990197479724884,0.36000001430511475,3.5110247135162354,0.756178617477417,1.1210347414016724,1.2682108879089355,1.3615785837173462,0.4757139980792999,0.688861608505249,0.4663798213005066,0.04500000178813934,1.8202451467514038,1.9747141599655151
2023-06-02,7.784931659698486,3.0232880115509033,0.7911931276321411,2.349426031112671,1.059999942779541,3.0641708374023438,3.9681766033172607,4.3414177894592285,15.890288352966309,7.160077095031738,3.28521466255188,1.1733474731445312,1.2210582494735718,5.506015300750732,3.467071533203125,19.465538024902344,2.9100589752197266,23.803447723388672,3.8606698513031006,1.4778486490249634,23.610294342041016,6.240025520324707,14.250042915344238,1.7323932647705078,0.8606701493263245,123.75529479980469,2.212559938430786,4.448118686676025,1.6573562622070312,0.2720951437950134,0.7900000214576721,2.2396275997161865,1.3125770092010498,1.6207338571548462,0.6048033833503723,1.4706668853759766,0.40900179743766785,5.464412689208984,0.845615804195404,3.3595774173736572,1.9329606294631958,1.4838855266571045,2.0950000286102295,3.816915988922119,0.42711231112480164,0.3470218777656555,3.0,1.442577600479126,0.19256249070167542,0.6795090436935425,1.307030439376831,1.3680469989776611,0.5385159850120544,0.5385164618492126,,8.376116752624512,1.9826849699020386,18.491792678833008,16.9322509765625,1.107454776763916,3.618591785430908,14.749649047851562,1.2072386741638184,2.4615108966827393,4.004612922668457,0.23990197479724884,0.36500000953674316,3.4015066623687744,0.7521772980690002,1.140876054763794,1.277467966079712,1.3336008787155151,0.4885709881782532,0.688861608505249,0.4577431082725525,0.04500000178813934,1.8012841939926147,2.0030593872070312
