Date,0138.KL,0166.KL,1023.KL,1066.KL,1082.KL,1155.KL,1295.KL,1562.KL,1619.KL,1818.KL,1961.KL,2445.KL,2488.KL,3182.KL,3816.KL,4197.KL,4677.KL,4707.KL,4715.KL,4863.KL,5168.KL,5183.KL,5211.KL,5216.KL,5225.KL,5285.KL,5296.KL,5347.KL,5681.KL,5819.KL,6012.KL,6033.KL,6742.KL,6888.KL,6947.KL,7084.KL,7106.KL,7113.KL,7203.KL,7277.KL,^KLSE
2024-04-25,0.012500063807489026,-0.01607709982640204,0.0014991461680040619,-0.001811405856911752,0.004796114905545323,-0.002040677750379971,-0.004705811638804236,0.007194180956706875,-0.007299239175800554,0.0,-0.004938306913275237,0.0017483137783920188,0.010581996341755051,-0.01746733822682045,0.0,-0.007092268299463744,0.02214020619198842,0.0055423761115649395,-0.011320845068770846,-0.0032626215336929443,-0.0037312909540736516,-0.01744180282378338,0.0029412751667001746,0.011235944088163974,0.008064491273938712,0.0,0.0,0.0,0.001834963093207298,-0.0020514705827789914,0.0,-0.0011099967533283461,0.009803817315033658,-0.003662929795247294,0.0024448311578595394,0.014173090235902075,0.0,-0.017647085433941223,-0.03703705436603588,-0.016460888127083906,-0.0014190320567015746
2024-04-26,0.12962970144699515,-0.00980397625664875,-0.010478960249820979,-0.0018149886192458942,0.004773405365358974,0.0010224800993290373,-0.004728247013177422,0.0,0.0073529098232385515,0.0,0.0049628148159903684,0.003490436696319321,-0.01570675122341092,-0.0022221363791256055,-0.0012658673859091696,0.0035714639301462903,0.0938628424131811,0.001574861523387927,-0.0076336164592818445,0.0,0.0,0.016272048691527097,0.017595180175281167,0.022222338671988195,0.003200131326033029,-0.002252201733188297,0.013157894736842035,0.005058972090772551,0.0,-0.010277376567645158,0.005617987860073281,0.0011112302152593845,0.07281566981251575,0.011029380377698184,0.019512146811773823,0.0,-0.006023148455347793,-0.0059880571283430495,0.023076992594920576,0.012552210063874192,0.003766152097936848
2024-04-29,-0.005464542407570883,0.029703054781744287,0.0,-0.00545457022381568,-0.007125970647568813,-0.0040857428066057855,-0.0071259397163628835,0.00714289092680076,0.014598572416385958,-0.0013405623824034318,0.012345580763060138,0.008695695801337555,0.015957389977969916,0.01113587261888993,0.007604565263870322,-0.010676166127416509,0.05610569437922264,-0.0023585778515736733,0.01153855501564216,0.0032733010762706627,0.04119847396089504,0.0029112953927379337,0.005763811921110529,-0.010869620938267821,0.015948912467589782,0.015801457967919985,0.01948056141658694,0.0,0.0009158498267538562,0.006230566040125396,0.01675988033965692,0.0,0.0837103564789834,0.018181735379292796,0.0,0.001553020002902139,0.042423248291015625,0.06626506765410434,0.007518819131552057,0.004132304254686803,0.004761420958668383
2024-04-30,0.027472562371552156,-0.009615437993844789,0.0,0.005484485736406475,0.0,-0.0020514721010345127,-0.014353978121959043,0.0,0.007194213922868675,0.0013423619022732147,-0.007316941951977962,-0.0025862546646695517,0.0,-0.004405336411169136,0.0012579719471859097,0.007194218834135846,-0.031250053331575045,0.002364153892582488,0.0038023446446209253,0.009787864601078944,0.007194231889936065,-0.015965246512337772,0.008595926157946465,0.010989067941254094,-0.006279461295000122,-0.0066668548587430765,-0.00636946762432733,0.0033558155124879807,-0.007319315358845779,-0.004128026527911666,0.00824173649955462,-0.0011099967533283461,-0.03966591220697835,0.010714349611647744,-0.007176884583415366,-0.004651154875118246,-0.011627407960637659,-0.005649681076793089,0.0,-0.00823049510157381,-0.004227100787333682
2024-05-02,-0.03208558772790493,0.00647244695375826,0.0045385072152477335,-0.00545457022381568,0.01076539610340399,0.005138892835219178,-0.0048544869787989775,-0.007092231887997125,-0.007142826898149268,0.01608570529550657,0.00982795601665809,0.004321542877244955,0.007853443899553003,-0.006637133077704638,0.005024973068388672,0.0,0.019354904836596187,0.00550309825907358,-0.01136382475566089,-0.008077534503360573,-0.007142844609461907,0.0162242709983087,0.022727201743650616,0.0,0.0,0.002237313713964628,0.0641025641025641,0.0050167586205236425,0.003686641370226562,-0.0031087729948788834,-0.0027248360834660756,-0.004444461295192159,0.0021738359489538173,0.014134359018140197,-0.009638435883648766,0.017133699117001244,0.011764195055880888,-0.011363630932731739,-0.007462708377033667,0.0,0.002747563853052526
2024-05-03,0.016574634344986627,0.0032155329637530983,0.0015060007431768607,-0.005484485736406364,0.008284290255808013,0.002044850631566675,0.004878167981746673,0.014285685328048414,-0.007194306634200398,0.013192577279165896,-0.0048662149298841495,-0.004302947505103183,0.0025974159725599133,0.0022270852663153207,0.018750006962163335,0.025000055269452037,0.03164554476103221,0.0031274348568164356,0.003831481873788567,0.02117262918001339,0.04676263983200046,-0.0014513860465761308,-0.01388881254205443,0.021739039521773584,-0.006319064699782495,0.00011307907516511229,0.012048114961995315,0.02495832540997389,0.003673099967927751,0.00519755344532391,-0.01639354350205091,0.010044911919344424,0.0390455697106562,0.003484340830298027,-0.004866245578142636,0.001531503403801704,0.01744186046511631,0.028735583763237038,0.0,-0.004149450621836026,0.0058785779314987074
2024-05-06,-0.00543477555712002,0.019230715078708327,0.015037685410460355,0.0073529749346914475,0.003521075952791719,0.003061399327821679,0.019417374986679503,0.0,0.0072464397437230765,0.0026041193391312945,-0.014669909189296115,-0.0017285821558143954,-0.0025906868810752215,-0.0022221363791256055,-0.0012269085519288625,-0.017421586776856457,0.02453978246913424,-0.002338232386557726,-0.0038168576528766485,-0.0015948445294481362,-0.003436462088499126,0.0,0.01408442852966485,0.02127657467560007,0.001589851249591101,0.002262346453256736,0.011904839702829628,0.004870081794249526,-0.009149241592044555,0.0,-0.0027776739121546656,0.00220972406556319,0.025052133285232925,-0.010416727063468856,0.004890041722049432,0.006116086474496241,0.005714776175830494,0.011173179482180995,0.0,-0.004166533600932443,0.004906956508183402
2024-05-07,0.005464473745464327,0.00943393620021693,0.008888910185685495,0.003649651670095011,0.02456128999210061,0.0010172792489313576,0.0023810105153752037,-0.007042191864255143,0.0,0.00909098015147336,0.012406912076113885,0.000865787663012263,-0.0025974837282916052,0.0,0.004913920419656437,0.00354603871066006,0.002994047134187383,0.0023437125311027707,0.0,0.0,-0.003448227373776813,0.004360414522335487,-0.008333273952462084,0.010416785848716081,0.0015872498627129694,0.011286764726682108,0.041176508577378756,0.008077603437323333,0.010156889056729401,0.018614164940114364,0.0027854108752776163,0.001102653985081803,-0.006109965647537852,0.02105257183128173,-0.0024333115690942098,-0.0015195322114025522,-0.005682303085533413,-0.011049718988692558,0.0300751815424527,0.037656837760518425,0.0051897401301364
2024-05-08,0.07065208224255981,0.0031152823374174243,-0.010279157811044604,-0.0036363801492104164,-0.005707661627027405,-0.004065199572114042,-0.002375354770688509,-0.007092231887997125,0.0,0.01801802403404884,0.0,0.0034602424560199463,-0.015624945866540618,0.0022270852663153207,0.002444945940048404,-0.007067112605520287,0.01492539967753248,0.0007793901357409094,0.003831481873788567,-0.014377028304849881,0.006920402577621498,0.010130225061272036,0.0028011459432484287,-0.01030939508785611,-0.0015847344931062546,0.031250003496489764,0.005649680821237846,-0.006410220513100917,-0.0036563131779751012,0.0,0.0,0.0022025373193477193,0.014344364734901305,-0.006872892904756234,0.007317110249562164,0.0045660910322211645,0.0,0.027933049400408416,0.0,0.016129016126115614,-0.0005792272930015274
2024-05-09,0.0,-0.04037266354448055,0.0014838165854893504,0.0018248258350475055,0.0,0.004081792874762069,-0.007142844207576382,-0.007142794401247654,-0.007194306634200398,0.0,-0.009803868928319415,-0.012069042999385271,0.0,0.004444495406052296,-0.0036584741385807806,0.0,0.0029412108282700355,0.0007788450908947642,0.0,0.0016207772842660173,-0.006872839759633376,0.002865344024245431,-0.008379896083692606,0.0,0.0,-0.008658071595742278,0.005617941246323754,0.003225746828894094,-0.015596258507420746,-0.0050760846058172104,-0.019444226609538484,0.0032967156585301804,0.00404026076680819,-0.020761188819112153,-0.007263959060269887,-0.010606155020438157,-0.00571330479119625,-0.005434812422204449,0.0,-0.011904676363973521,-0.0021997378388378674
