Date,5211.KL
2024-04-24,3.3180124759674072
2024-04-25,3.3277716636657715
2024-04-26,3.386324405670166
2024-04-29,3.4058425426483154
2024-04-30,3.4351189136505127
2024-05-02,3.5131895542144775
2024-05-03,3.464395523071289
2024-05-06,3.5131895542144775
2024-05-07,3.4839131832122803
2024-05-08,3.4936721324920654
2024-05-09,3.464395523071289
2024-05-10,3.4156012535095215
2024-05-13,3.4156012535095215
2024-05-14,3.4253602027893066
2024-05-15,3.3180124759674072
2024-05-16,3.3375303745269775
2024-05-17,3.464395523071289
2024-05-20,3.561984062194824
2024-05-21,3.5717432498931885
2024-05-23,3.6595730781555176
2024-05-24,3.6693315505981445
2024-05-27,3.6595730781555176
2024-05-28,3.610778331756592
2024-05-29,3.532707691192627
2024-05-30,3.532707691192627
2024-05-31,3.4156012535095215
2024-06-04,3.4448776245117188
2024-06-05,3.454636573791504
2024-06-06,3.5131895542144775
2024-06-07,3.464395523071289
2024-06-10,3.464395523071289
2024-06-11,3.5815019607543945
2024-06-12,3.6498138904571533
2024-06-13,3.6010196208953857
2024-06-14,3.708367109298706
2024-06-18,3.6595730781555176
2024-06-19,3.6595730781555176
2024-06-20,3.630296230316162
2024-06-21,3.6595730781555176
2024-06-24,3.610778331756592
2024-06-25,3.5131895542144775
2024-06-26,3.532707691192627
2024-06-27,3.4839131832122803
2024-06-28,3.522948741912842
2024-07-01,3.620537519454956
2024-07-02,3.7376434803009033
2024-07-03,3.854749917984009
2024-07-04,3.854749917984009
2024-07-05,3.8449912071228027
2024-07-09,3.8449912071228027
2024-07-10,3.8352322578430176
2024-07-11,4.001132488250732
2024-07-12,4.001132488250732
2024-07-15,4.040168285369873
2024-07-16,4.020650863647461
2024-07-17,4.040168285369873
2024-07-18,3.9913737773895264
2024-07-19,4.010892391204834
2024-07-22,4.020650863647461
2024-07-23,4.176793098449707
2024-07-24,4.127998352050781
2024-07-25,4.127998352050781
2024-07-26,4.147515773773193
2024-07-29,4.254863262176514
2024-07-30,4.206068992614746
2024-07-31,4.186551570892334
2024-08-01,4.049927234649658
2024-08-02,3.932821035385132
2024-08-05,3.532707691192627
2024-08-06,3.6693315505981445
2024-08-07,3.796196937561035
2024-08-08,3.8254735469818115
2024-08-09,3.96209716796875
2024-08-12,4.001132488250732
2024-08-13,4.088963031768799
2024-08-14,4.088963031768799
2024-08-15,4.06944465637207
2024-08-16,4.088963031768799
2024-08-19,4.088963031768799
2024-08-20,3.9230620861053467
2024-08-21,3.952338695526123
2024-08-22,3.981614589691162
2024-08-23,3.9230620861053467
2024-08-26,4.020650863647461
2024-08-27,3.981614589691162
2024-08-28,3.8157145977020264
2024-08-29,3.8937854766845703
2024-08-30,4.001132488250732
2024-09-02,4.030409812927246
2024-09-03,4.079203128814697
2024-09-04,4.010892391204834
2024-09-05,3.9035441875457764
2024-09-06,3.8449912071228027
2024-09-09,3.864508867263794
2024-09-10,3.8937854766845703
2024-09-11,3.8254735469818115
2024-09-12,3.874267816543579
2024-09-13,3.9913737773895264
2024-09-17,4.040168285369873
2024-09-18,4.059780597686768
2024-09-19,4.295130729675293
2024-09-20,4.304936408996582
2024-09-23,4.10881233215332
2024-09-24,4.216681003570557
2024-09-25,4.177455425262451
2024-09-26,4.197068691253662
2024-09-27,4.167649269104004
2024-09-30,4.118618011474609
2024-10-01,4.167649269104004
2024-10-02,4.0499749183654785
2024-10-03,4.128424644470215
2024-10-04,4.089199066162109
2024-10-07,4.118618011474609
2024-10-08,4.177455425262451
2024-10-09,4.18726110458374
2024-10-10,4.18726110458374
2024-10-11,4.285324573516846
2024-10-14,4.265711307525635
2024-10-15,4.363773822784424
2024-10-16,4.304936408996582
2024-10-17,4.383386611938477
2024-10-18,4.383386611938477
2024-10-21,4.373580455780029
2024-10-22,4.393192768096924
2024-10-23,4.412805080413818
2024-10-24,4.373580455780029
2024-10-25,4.373580455780029
2024-10-28,4.236292839050293
2024-10-29,4.2559051513671875
2024-10-30,4.285324573516846
2024-11-01,4.27551794052124
2024-11-04,4.334355354309082
2024-11-05,4.344161033630371
2024-11-06,4.510867118835449
2024-11-07,4.510867118835449
2024-11-08,4.540286064147949
2024-11-11,4.540286064147949
2024-11-12,4.5500922203063965
2024-11-13,4.540286064147949
2024-11-14,4.50106143951416
2024-11-15,4.5500922203063965
2024-11-18,4.628541946411133
2024-11-19,4.756022930145264
2024-11-20,4.805054664611816
2024-11-21,4.873697757720947
2024-11-22,4.893310070037842
2024-11-25,4.9227294921875
2024-11-26,4.8442792892456055
2024-11-27,4.805054664611816
2024-11-28,4.756022930145264
2024-11-29,4.756022930145264
2024-12-02,4.706992149353027
2024-12-03,4.775635719299316
2024-12-04,4.756022930145264
2024-12-05,4.736411094665527
2024-12-06,4.756022930145264
2024-12-09,4.726604461669922
2024-12-10,4.69718599319458
2024-12-11,4.422611236572266
2024-12-12,4.510867118835449
2024-12-13,4.599123477935791
2024-12-16,4.599123477935791
2024-12-17,4.510867118835449
2024-12-18,4.540286064147949
2024-12-19,4.540286064147949
2024-12-20,4.618736267089844
2024-12-23,4.618736267089844
2024-12-24,4.618736267089844
2024-12-26,4.657960891723633
2024-12-27,4.677573204040527
2024-12-30,4.736411094665527
2024-12-31,4.69718599319458
2025-01-02,4.63834810256958
2025-01-03,4.5795111656188965
2025-01-06,4.5795111656188965
2025-01-07,4.706992149353027
2025-01-08,4.608929634094238
2025-01-09,4.540286064147949
2025-01-10,4.530479907989502
2025-01-13,4.402998924255371
2025-01-14,4.167649269104004
2025-01-15,4.10881233215332
2025-01-16,4.02055549621582
2025-01-17,4.118618011474609
2025-01-20,4.148036956787109
2025-01-21,4.373580455780029
2025-01-22,4.47164249420166
2025-01-23,4.452030181884766
2025-01-24,4.461836338043213
2025-01-27,4.167649269104004
2025-01-28,4.226486682891846
2025-01-31,4.265711307525635
2025-02-03,4.265711307525635
2025-02-04,4.363773822784424
2025-02-05,4.363773822784424
2025-02-06,4.402998924255371
2025-02-07,4.422611236572266
2025-02-10,4.442224025726318
2025-02-12,4.442224025726318
2025-02-13,4.530479907989502
2025-02-14,4.608929634094238
2025-02-17,4.530479907989502
2025-02-18,4.559898853302002
2025-02-19,4.559898853302002
2025-02-20,4.569705009460449
2025-02-21,4.69718599319458
2025-02-24,4.608929634094238
2025-02-25,4.510867118835449
2025-02-26,4.540286064147949
2025-02-27,4.63834810256958
2025-02-28,4.520674228668213
2025-03-03,4.569705009460449
2025-03-04,4.412805080413818
2025-03-05,4.510867118835449
2025-03-06,4.5795111656188965
2025-03-07,4.510867118835449
2025-03-10,4.481449127197266
2025-03-11,4.334355354309082
2025-03-12,4.089199066162109
2025-03-13,4.324548721313477
2025-03-14,4.373580455780029
2025-03-17,4.452030181884766
2025-03-19,4.432417392730713
2025-03-20,4.462099075317383
2025-03-21,4.452205181121826
2025-03-24,4.353267669677734
2025-03-25,4.412630081176758
2025-03-26,4.3928422927856445
2025-03-27,4.561037063598633
2025-03-28,4.4917802810668945
2025-04-02,4.452205181121826
2025-04-03,4.402735710144043
2025-04-04,4.313692092895508
2025-04-07,3.9970908164978027
2025-04-08,4.1257100105285645
2025-04-09,3.9377281665802
2025-04-10,4.1949663162231445
2025-04-11,4.1949663162231445
2025-04-14,4.303798198699951
2025-04-15,4.3433732986450195
2025-04-16,4.3433732986450195
2025-04-17,4.3433732986450195
2025-04-18,4.363161087036133
2025-04-21,4.333479881286621
2025-04-22,4.2741169929504395
2025-04-23,4.3235859870910645
2025-04-24,4.402735710144043
2025-04-25,4.432417869567871
2025-04-28,4.4423112869262695
2025-04-29,4.452205181121826
2025-04-30,4.501674175262451
2025-05-02,4.739124774932861
2025-05-05,4.6896562576293945
2025-05-06,4.669867992401123
2025-05-07,4.709444046020508
2025-05-08,4.719337463378906
2025-05-09,4.669867992401123
2025-05-13,4.838062763214111
2025-05-14,4.897425651550293
2025-05-15,4.778700351715088
2025-05-16,4.749019145965576
2025-05-19,4.739124774932861
2025-05-20,4.739124774932861
2025-05-21,4.838062763214111
2025-05-22,4.778700351715088
2025-05-23,4.650080680847168
2025-05-26,4.650080680847168
2025-05-27,4.650080680847168
2025-05-28,4.699550151824951
2025-05-29,4.6896562576293945
2025-05-30,4.699550151824951
2025-06-03,4.630293369293213
2025-06-04,4.6896562576293945
2025-06-05,4.719337463378906
2025-06-06,4.749019145965576
2025-06-09,4.778700351715088
2025-06-10,4.758912563323975
2025-06-11,4.7885942459106445
2025-06-12,4.7885942459106445
2025-06-13,4.7885942459106445
2025-06-16,4.749019145965576
2025-06-17,4.6896562576293945
2025-06-18,4.650080680847168
2025-06-19,4.6105055809021
