Ticker,Mean Return,Volatility,Annual Return,Annual Risk,Return/Risk Ratio,Meets_Condition
5168.KL,-0.0011287108528173363,0.036268175090525524,-0.28443513490996875,0.5757394307740682,-0.03112124748488362,True
5216.KL,-1.2275498195741776e-05,0.035714842455616506,-0.0030934255453269276,0.5669555475084761,-0.00034370859149096804,True
7113.KL,0.00013623718353797585,0.03297913552590274,0.034331770251569915,0.5235275463326039,0.004131011361136842,True
5183.KL,0.00012645526571174184,0.03196595625011643,0.031866726959358944,0.5074438239490734,0.003955935643604631,True
7106.KL,-0.0011845085784247744,0.03111070554895433,-0.2984961617630431,0.4938671399657421,-0.03807398635048273,True
